Binomial,Stage1,cytb,coi,nd2,nd3,rag1,bfib5,bfib7,gapdh,myo,odc
Cochlearius_cochlearius,1,AF193830,NA,NA,NA,NA,EU739233,EU739391 extraction,NA,EU739943,NA
Cochoa_viridis,1,AY752378,NA,AY752336,NA,NA,NA,NA,NA,EU154698,HM633698
Coeligena_bonapartei,1,NA,NA,GU167216,NA,NA,NA,FJ903575 - BFIB intron 7,NA,NA,FJ903538
Coeligena_coeligena,1,U90108,NA,GU167217,NA,NA,NA,FJ903577 - BFIB intron 7,NA,NA,FJ960758
Coeligena_helianthea,1,NA,NA,FJ903510,NA,NA,NA,FJ903583 - BFIB intron 7,NA,NA,FJ903546
Coeligena_iris,1,U90106,NA,GU167218,NA,NA,NA,GU167108 - Bfib intron 7,NA,NA,GU166979
Coeligena_lutetiae,1,NA,NA,EU042542,NA,NA,NA,FJ903590 - BFIB intron 7,NA,NA,FJ903552
Coeligena_orina,1,NA,NA,GU167219,NA,NA,NA,FJ903592,NA,NA,FJ903556
Coeligena_phalerata,1,NA,NA,GU167220,NA,NA,NA,FJ903593 - BFIB intron 7,NA,NA,FJ903557
Coeligena_prunellei,1,NA,NA,GU167221,NA,NA,NA,FJ903595 - BFIB intron 7,NA,NA,FJ903558
Coeligena_torquata,1,AY275866,AY275856,AY830473,NA,NA,NA,FJ960653 - BFIB intron 7,NA,NA,GU166980
Coeligena_violifer,1,NA,NA,AY830474,NA,NA,NA,FJ903603 - BFIB intron 7,NA,NA,GU166981
Coeligena_wilsoni,1,NA,NA,AY830475,NA,NA,NA,FJ903604 - BFIB intron 7,NA,NA,GU166982
Coenocorypha_aucklandica,1,EF373126,GQ452620,EF373233,NA,EF373177,NA,NA,NA,NA,NA
Coenocorypha_pusilla,1,NA,GQ452602,NA,NA,NA,NA,NA,NA,NA,NA
Coereba_flaveola,1,AY383089,AF383067,AF383109,AY969003,EF567429,EF567646,NA,NA,GU932350,NA
Colaptes_atricollis,1,AY940793,AY940773,NA,NA,NA,NA,AF240014,NA,NA,NA
Colaptes_auratus,1,AF441649,DQ434554,DQ479176,AF076350,NA,NA,CAU67898 - intron 7,NA,DQ188152,NA
Colaptes_auricularis,1,FR687947,FR686492,NA,NA,NA,NA,NA,NA,NA,NA
Colaptes_campestris,1,FR687940,FJ027404,NA,NA,NA,NA,NA,NA,NA,NA
Colaptes_fernandinae,1,FR687954,FR686484,NA,NA,NA,NA,NA,NA,NA,NA
Colaptes_melanochloros,1,DQ479265,FJ027405,DQ479177,NA,NA,NA,DQ479202,EU556907,DQ352436,NA
Colaptes_pitius,1,FR687944,FJ027412,NA,NA,NA,NA,NA,NA,NA,NA
Colaptes_punctigula,1,DQ479266,FR686479,DQ479178,NA,NA,NA,DQ479204,NA,NA,NA
Colaptes_rivolii,1,AY940812,AY940791,DQ361278,NA,NA,NA,AF240015,NA,DQ352435,NA
Colaptes_rubiginosus,1,U83292,AY942876,DQ479182,NA,NA,NA,PRU67900 (reversed),NA,NA,NA
Colaptes_rupicola,1,U83301,FJ027414,NA,NA,NA,NA,CRU67895 - intron 7,NA,NA,NA
Colibri_coruscans,1,AY150651,FJ027415,AY830476,NA,DQ482639,NA,EU739392 extraction,NA,EU739944,GU166983
Colibri_delphinae,1,NA,NA,EU042543,NA,NA,NA,EU042379 extraction (reversed),NA,NA,GU166984
Colibri_serrirostris,1,NA,NA,GU167222,NA,NA,NA,GU167112 - Bfib intron 7,NA,NA,GU166985
Colibri_thalassinus,1,NA,NA,EU042544,NA,NA,NA,EU042380 extraction (reversed),NA,NA,GU166986
Colinus_cristatus,1,NA,NA,AF222544,NA,NA,EU739234,EU739393 extraction,NA,EU739945,NA
Colinus_virginianus,1,EU372675,DQ433524,AF222545,NA,NA,NA,AY952654,AY952721,NA,NA
Colius_colius,1,U89174,NA,AY625194,NA,NA,EU739235,EU739394 extraction,NA,EU739946,NA
Colius_leucocephalus,1,U89173,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colius_striatus,1,U89175,AF168061,AY274058,AF076352,AF294669,NA,AY695164,NA,AY233369,DQ881726
Collocalia_bartschi,1,AY294442,NA,AY294504,NA,NA,NA,NA,NA,NA,NA
Collocalia_brevirostris,1,AY294450,NA,AY294512,NA,NA,NA,NA,NA,NA,NA
Collocalia_elaphra,1,AY294432,NA,AY294493,NA,NA,NA,NA,NA,NA,NA
Collocalia_esculenta,1,AY135606,NA,AY294521,NA,NA,NA,AY513087 - Fib intron 7,NA,NA,NA
Collocalia_francica,1,AY294434,NA,AY294495,NA,NA,NA,NA,NA,NA,NA
Collocalia_fuciphaga,1,AY135632,DQ463131S1,AY294490,NA,NA,NA,AY513077 - Fib intron 7,NA,NA,NA
Collocalia_linchi,1,AY135618,NA,AY294529,NA,NA,NA,AY513082 - Fib intron 7,NA,NA,NA
Collocalia_maxima,1,AY135620,HM626168,AY294507,NA,NA,NA,AY513100 - Fib intron 7,NA,NA,NA
Collocalia_mearnsi,1,AY294441,NA,AY294503,NA,NA,NA,NA,NA,NA,NA
Collocalia_papuensis,1,AY950787,NA,AY950788,NA,NA,NA,NA,NA,NA,NA
Collocalia_salangana,1,AY294424,NA,AY294488,NA,NA,NA,AF182648 (reversed),NA,NA,NA
Collocalia_sawtelli,1,AY294443,NA,AY294505,NA,NA,NA,NA,NA,NA,NA
Collocalia_spodiopygia,1,AY294437,NA,AY294498,NA,NA,NA,NA,NA,NA,NA
Collocalia_terraereginae,1,AY294453,NA,AY294515,NA,NA,NA,NA,NA,NA,NA
Collocalia_troglodytes,1,AY294468,NA,AY294530,NA,NA,NA,NA,NA,NA,NA
Collocalia_vanikorensis,1,AY294439,NA,AY294506,NA,NA,EU739204,EU042347 extraction (reversed),NA,EU739913,GU166928
Collocalia_vulcanorum,1,AY135634,NA,NA,NA,NA,NA,AY513097 - Fib intron 7,NA,NA,NA
Collocalia_whiteheadi,1,AY294454,NA,AY294516,NA,NA,NA,NA,NA,NA,NA
Colluricincla_boweri,1,NA,NA,GQ494103,GQ494137,NA,NA,NA,GQ494042,GQ494075,GQ494056
Colluricincla_harmonica,1,FJ821113,NA,GQ494091,GQ494125,AY443270,NA,NA,EU273376,EU273396,EU273356
Colluricincla_megarhyncha,1,AF308760,NA,GQ494093,GQ494126,FJ821044,NA,NA,EU273377,EU273397,EU273357
Colluricincla_sanghirensis,1,NA,NA,NA,NA,NA,NA,NA,EF441213,EF441256,EF441235
Colluricincla_tenebrosa,1,EF592268,NA,NA,NA,NA,NA,NA,NA,EU380490,EU380414
Colluricincla_umbrina,1,NA,NA,GQ494107,GQ494142,NA,NA,NA,NA,NA,NA
Colluricincla_woodwardi,1,EF592223,NA,GQ494094,GQ494128,NA,NA,NA,GQ494039,GQ494068,GQ494051
Colonia_colonus,1,DQ294494,EU233018,DQ294538,DQ294407,FJ501617,DQ294451,NA,EU231719,EU231817,EU231920
Colorhamphus_parvirostris,1,NA,FJ027418,NA,NA,FJ501618,NA,NA,NA,NA,NA
Columba_arquatrix,1,AF353412,NA,EU481995,NA,NA,NA,EU482015 - fgb intron 7,NA,NA,NA
Columba_bollii,1,EU481978,NA,EU481997,NA,NA,NA,EU482016 - fgb intron 7,NA,NA,NA
Columba_guinea,1,AF279708,AF279732,EU482003,NA,NA,NA,EU482022 - fgb intron 7,NA,NA,NA
Columba_junoniae,1,EU481985,NA,EU482004,NA,NA,NA,EU482024 - fgb intron 7,NA,NA,NA
Columba_livia,1,GU908131,GU908131,GU908131,GU908131,AY228768,EU739236,EU739395 extraction,NA,EU739947,NA
Columba_oenas,1,AF375961,NA,EU482006,NA,NA,NA,EU482025 - fgb intron 7,NA,NA,NA
Columba_palumbus,1,AF483335,GQ481608,EU482008,NA,NA,NA,EU482032 - fgb intron 7,NA,NA,NA
Columba_pulchricollis,1,AF353413,AF353485,AF353438,NA,NA,NA,AF353464 extraction (reversed),NA,NA,NA
Columba_rupestris,1,AF353410,GQ481613,AF353434,NA,NA,NA,AF353461 extraction (reversed),NA,NA,NA
Columba_vitiensis,1,GU230687,GU230686,GU230688,NA,NA,NA,NA,NA,NA,NA
Columbina_cruziana,1,AF483318,NA,NA,NA,NA,NA,NA,NA,NA,NA
Columbina_inca,1,AF182683,DQ433529,NA,NA,NA,NA,AF182650 (reversed),NA,NA,NA
Columbina_minuta,1,AF182685,NA,NA,NA,NA,NA,AF182652 (reversed),NA,NA,NA
Columbina_passerina,1,AF182686,DQ433536,EU327611,NA,NA,EU739237,AF182653 (reversed),NA,EU739948,NA
Columbina_picui,1,AF182687,FJ027423,NA,NA,NA,NA,AF182654 (reversed),NA,NA,NA
Columbina_squammata,1,AF483347,EF373368,EF373330,NA,EF373501,NA,AF182651 (reversed),NA,AY339094,DQ881727
Columbina_talpacoti,1,EU442361,EU442319,EU713842,NA,NA,NA,NA,NA,NA,NA
Compsospiza_baeri,1,EF529986,FJ028137,EF529872,NA,NA,NA,NA,NA,NA,NA
Compsospiza_garleppi,1,AY005204,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conioptilon_mcilhennyi,1,DQ470495,NA,NA,NA,FJ501619,NA,NA,DQ470520,DQ470546,NA
Conirostrum_albifrons,1,AF447365,NA,AF447273,NA,NA,NA,NA,NA,NA,NA
Conirostrum_bicolor,1,AF383025,AF383100,AF383141,NA,NA,NA,NA,NA,NA,NA
Conirostrum_margaritae,1,EU647892,NA,EU647925,NA,NA,NA,NA,NA,NA,NA
Conirostrum_sitticolor,1,AF383000,AF383086,AF383116,NA,NA,NA,NA,NA,NA,NA
Conirostrum_speciosum,1,AY190168,NA,FJ799835,NA,NA,NA,NA,NA,NA,NA
Conopophaga_ardesiaca,1,NA,NA,NA,NA,AY443271,NA,NA,NA,NA,NA
Conopophaga_aurita,1,NA,NA,NA,AY489556,NA,GQ140163,AY489460,NA,AY065784,DQ435478
Conopophaga_lineata,1,AY078173,FJ027433,AY370592,AY489555,AF295185,NA,AY489459,AY336577,NA,NA
Conopophaga_peruviana,1,AY370554,NA,AY370591,NA,NA,NA,NA,NA,NA,NA
Conopophila_albogularis,1,AY488341,NA,AY488270,NA,NA,AY488421,NA,NA,NA,NA
Conopophila_rufogularis,1,AY488342,NA,AY488271,NA,NA,AY488422,NA,NA,NA,NA
Conothraupis_speculigera,1,AF006223,NA,NA,NA,NA,NA,NA,NA,NA,NA
Contopus_cinereus,1,NA,EU233009,EF501903,NA,NA,EF501872,NA,NA,NA,NA
Contopus_cooperi,1,AF447605,DQ433538,AF447632,AF447660,NA,NA,NA,NA,NA,NA
Contopus_fumigatus,1,NA,FJ027434,NA,NA,FJ501620,NA,NA,NA,NA,NA
Contopus_pertinax,1,NA,GU116560,NA,NA,NA,NA,NA,NA,NA,NA
Contopus_sordidulus,1,AF447607,DQ433545,AF447635,AF447662,NA,NA,NA,EU231731,EU231829,EU231932
Contopus_virens,1,AF447610,DQ432863,AF447637,AF447664,NA,NA,AY082423,NA,NA,NA
Copsychus_albospecularis,1,AF276776,FJ473000,AY329418,NA,NA,NA,NA,NA,HM120165,NA
Copsychus_cebuensis,1,NA,NA,HM120186,NA,NA,NA,NA,NA,NA,NA
Copsychus_luzoniensis,1,HM633399,EU541451,FJ473304,NA,NA,NA,NA,NA,HM120154,HM633809
Copsychus_malabaricus,1,FJ487859,FJ473054,DQ466859,NA,AY307188,NA,NA,GU358982,DQ466823,HM633699
Copsychus_niger,1,NA,NA,HM120198,NA,NA,NA,NA,NA,HM120151,NA
Copsychus_saularis,1,DQ285445,EU541454,DQ125977,NA,NA,NA,NA,GU358983,GU358719,HM633700
Copsychus_sechellarum,1,NA,NA,HM120187,NA,NA,NA,NA,NA,NA,NA
Copsychus_stricklandii,1,FJ487750,FJ473023,FJ473274,NA,NA,NA,NA,NA,HM633562,HM633701
Coracias_abyssinicus,1,NA,NA,AY998925,AY998971,NA,NA,NA,NA,NA,NA
Coracias_caudatus,1,U89184,NA,NA,NA,AF143737,EU739238,AY600482,AY600497,EU739949,DQ881728
Coracias_garrulus,1,AF407448,GQ481619,AF407465,NA,NA,NA,NA,NA,NA,NA
Coracias_spatulatus,1,AF082060,NA,AY274057,AF076340,NA,NA,NA,NA,NA,NA
Coracina_abbotti,1,NA,NA,HM002952,NA,NA,NA,NA,EU380460,EU380491,EU380415
Coracina_analis,1,NA,NA,HM002953,NA,NA,NA,NA,HM002899,NA,HM002997
Coracina_atriceps,1,NA,NA,NA,NA,NA,NA,NA,EU272091,EU272102,EU272118
Coracina_azurea,1,NA,NA,EF052772,NA,NA,NA,NA,EF052796,EF052824,EU380416
Coracina_bicolor,1,NA,NA,HM002954,NA,NA,NA,NA,HM002900,HM002926,HM002998
Coracina_boyeri,1,NA,NA,HM002955,NA,NA,NA,NA,HM002901,HM002927,HM002999
Coracina_caeruleogrisea,1,NA,NA,HM002956,NA,NA,NA,NA,HM002902,HM002928,HM003000
Coracina_caesia,1,NA,NA,EF052773,GQ901732,NA,NA,NA,EF052798,EF052825,GQ901708
Coracina_caledonica,1,NA,NA,EF052774,NA,NA,NA,NA,EF052799,HM002929,EU380433
Coracina_ceramensis,1,NA,NA,HM002958,NA,NA,NA,NA,NA,NA,NA
Coracina_cinerea,1,NA,NA,EF052685,NA,NA,NA,NA,EF052800,EF052827,EU380417
Coracina_coerulescens,1,NA,NA,EF052697,NA,NA,NA,NA,EF052759,EF052770,EU380418
Coracina_dispar,1,NA,NA,HM002959,NA,NA,NA,NA,NA,NA,NA
Coracina_dohertyi,1,NA,NA,HM002960,NA,NA,NA,NA,HM002904,HM002930,HM003003
Coracina_fimbriata,1,AF197839,NA,HM002961,NA,NA,NA,NA,HM002905,HM002931,HM003004
Coracina_graueri,1,NA,NA,HM002962,NA,NA,NA,NA,HM002906,HM002932,HM003005
Coracina_holopolia,1,NA,NA,EF052775,NA,NA,NA,NA,EF052801,EF052828,NA
Coracina_incerta,1,NA,NA,HM002963,NA,NA,NA,NA,HM002907,HM002933,HM003006
Coracina_larvata,1,NA,NA,NA,NA,NA,NA,NA,EU380461,EU380492,EU380419
Coracina_leucopygia,1,NA,NA,HM002965,NA,NA,NA,NA,HM002908,HM002934,HM003007
Coracina_lineata,1,FJ821115,NA,EF052776,NA,AY056988,NA,NA,EF052802,EU273398,EU380420
Coracina_longicauda,1,NA,NA,HM002967,NA,NA,NA,NA,HM002910,HM002936,HM003009
Coracina_macei,1,NA,NA,EF052777,NA,NA,NA,NA,EF052804,EU380494,EU380421
Coracina_maxima,1,NA,NA,HM002968,NA,NA,NA,NA,HM002911,HM002937,HM003010
Coracina_mcgregori,1,NA,NA,EF052686,NA,NA,NA,NA,EF052805,EF052831,EU380422
Coracina_melanoptera,1,NA,NA,HM002969,NA,NA,NA,NA,HM002912,HM002938,HM003011
Coracina_melaschistos,1,AF376894,NA,AY529948,NA,NA,AY529981,NA,EF052807,AY529913,EU380423
Coracina_mindanensis,1,NA,NA,HM002970,NA,NA,NA,NA,EU380464,EU380495,EU380424
Coracina_montana,1,NA,NA,HM002971,NA,NA,NA,NA,HM002913,HM002939,HM003012
Coracina_morio,1,NA,NA,HM002972,NA,NA,NA,NA,HM002914,HM002940,HM003013
Coracina_newtoni,1,NA,NA,HM002973,NA,NA,NA,NA,HM002915,NA,HM003014
Coracina_novaehollandiae,1,FJ498992,NA,EF052779,NA,AY443272,NA,NA,EF052808,EF052834,EU380425
Coracina_ostenta,1,NA,NA,HM002974,NA,NA,NA,NA,HM002916,NA,HM003015
Coracina_papuensis,1,FJ499024,NA,EF052780,NA,NA,NA,NA,EF052809,EU273399,EU380426
Coracina_pectoralis,1,NA,NA,EF052781,NA,NA,NA,NA,EF052810,EF052836,NA
Coracina_polioptera,1,NA,NA,EF052782,NA,NA,NA,NA,EF052811,EF052837,NA
Coracina_schistacea,1,NA,NA,HM002978,NA,NA,NA,NA,NA,NA,NA
Coracina_striata,1,NA,NA,EF052696,NA,NA,NA,NA,EF052758,EU380497,EU380427
Coracina_sula,1,NA,NA,HM002981,NA,NA,NA,NA,NA,NA,NA
Coracina_temminckii,1,NA,NA,HM002982,NA,NA,NA,NA,EU380468,EU380499,EU380429
Coracina_tenuirostris,1,NA,NA,EF052783,NA,NA,NA,NA,EF052812,HM002943,EU380430
Coracina_typica,1,NA,NA,HM002988,NA,NA,NA,NA,HM002921,HM002946,HM003020
Coracopsis_nigra,1,GQ996506,NA,NA,NA,GQ505224,NA,NA,NA,NA,NA
Coracopsis_vasa,1,GQ996505,EU621608,EU327612,NA,GQ505223,NA,NA,NA,NA,NA
Coracornis_raveni,1,NA,NA,GQ494106,GQ494141,NA,NA,NA,EU380472,EU380503,EU380434
Coragyps_atratus,1,U08946,DQ433546,NA,NA,DQ881804,NA,EF552759 - intron 7,NA,DQ881847,EF552717
Corapipo_altera,1,NA,EF111038,GU985495,NA,NA,NA,NA,NA,NA,NA
Corapipo_gutturalis,1,NA,NA,NA,NA,FJ501621,NA,NA,NA,NA,NA
Corapipo_leucorrhoa,1,NA,NA,NA,NA,NA,NA,EU522595 - intron 7,NA,NA,EU522514
Corcorax_melanorhamphos,1,AY064274,NA,AY064747,NA,AY443273,NA,NA,EF441214,AY064737,EF441236
Cormobates_leucophaea,1,NA,NA,NA,NA,AY443274,NA,NA,NA,NA,NA
Cormobates_placens,1,AY064278,NA,AY064748,NA,AY064260,NA,NA,EF441215,AY064731,EF441237
Corvinella_corvina,1,NA,NA,AF407061,NA,AY443275,NA,NA,NA,NA,NA
Corvus_albicollis,1,AY527263,AY527233,NA,NA,NA,NA,AY667439 extraction,NA,NA,NA
Corvus_albus,1,AY527262,AY527232,NA,NA,NA,NA,AY667438 extraction,NA,NA,NA
Corvus_brachyrhynchos,1,AY030112,AY666482,AY030138,AF076300,NA,NA,DQ912652 - intron 7,NA,NA,NA
Corvus_caurinus,1,EF210778,DQ433550,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_corax,1,AY156263,AY527236,NA,NA,EF568252,NA,AY667446 extraction,NA,NA,NA
Corvus_corone,1,U86032,GQ481632,AY529949,NA,AY056989,AY529982,EU739355 extraction,FJ357914,AY228327,FJ358080
Corvus_coronoides,1,AF197837,NA,NA,NA,AY443276,NA,NA,NA,NA,NA
Corvus_cryptoleucus,1,AY527264,DQ432871,NA,NA,NA,NA,AY667441 extraction,NA,NA,NA
Corvus_dauuricus,1,NA,GQ481636,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_frugilegus,1,Y18522,Y18522,Y18522,Y18522,NA,NA,AY667448 extraction,NA,AY395583,NA
Corvus_hawaiiensis,1,AY005928,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_kubaryi,1,AY005930,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_macrorhynchos,1,AB092440,EF515784,NA,NA,NA,NA,NA,NA,NA,NA
Corvus_monedula,1,U86033,GQ481646,NA,NA,NA,NA,AY395602,NA,AY395584,NA
Corvus_nasicus,1,NA,NA,NA,NA,FJ378044,NA,NA,NA,NA,NA
Corvus_orru,1,FJ498999,NA,NA,NA,AY443277,NA,NA,NA,NA,NA
Corvus_ossifragus,1,NA,DQ432873,NA,NA,NA,NA,NA,NA,NA,NA
Corydon_sumatranus,1,NA,NA,NA,NA,DQ320623,NA,NA,DQ785897,DQ785973,DQ785931
Coryphistera_alaudina,1,AY065710,FJ027438,NA,NA,AY065739,EF212047,NA,NA,AY065766,EF212095
Coryphospingus_cucullatus,1,EF529990,FJ027444,EF529876,NA,NA,NA,NA,NA,NA,NA
Coryphospingus_pileatus,1,FJ799870,NA,FJ799836,NA,NA,NA,NA,NA,NA,NA
Corythaeola_cristata,1,AF168117,AF168069,NA,NA,NA,EU739239,EU739398 extraction,NA,NA,NA
Corythaixoides_concolor,1,AF168118,AF168070,NA,NA,NA,NA,NA,NA,NA,NA
Corythaixoides_leucogaster,1,AF102099,NA,NA,NA,AF294654,NA,DQ881952,NA,AY233368,DQ881730
Corythaixoides_personatus,1,AF102089,NA,NA,NA,NA,NA,AY695208,NA,NA,NA
Corythopis_delalandi,1,AF453805,EU232863,NA,NA,AF453792,NA,NA,DQ435463,AY065788,DQ435479
Corythopis_torquatus,1,DQ294497,NA,DQ294541,AY489520,FJ501622,DQ294453,AY489422,NA,NA,NA
Coscoroba_coscoroba,1,EU585639,FJ027451,EU585702,NA,NA,NA,NA,NA,NA,NA
Cosmopsarus_regius,1,NA,EF484157,EF468127,NA,NA,EF468266,EF471785,NA,NA,NA
Cosmopsarus_unicolor,1,NA,EF484161,EF468241,NA,NA,NA,NA,NA,NA,NA
Cossypha_albicapilla,1,HM633280,NA,GU358788,NA,NA,NA,NA,GU358984,GU358720,HM633702
Cossypha_anomala,1,AY206956,NA,FN546893,NA,NA,NA,NA,NA,NA,NA
Cossypha_archeri,1,AY206952,NA,FN546894,NA,NA,AY206898,NA,NA,HM633563,HM633703
Cossypha_caffra,1,AY206954,NA,FN546899,NA,NA,AY206901,NA,NA,NA,NA
Cossypha_cyanocampter,1,AY206951,NA,NA,NA,NA,AY206899,NA,NA,HM633564,HM633704
Cossypha_dichroa,1,AY206949,NA,AY329419,NA,NA,AY206909,NA,NA,NA,NA
Cossypha_heuglini,1,HM633283,NA,NA,NA,NA,NA,NA,NA,HM633565,HM633705
Cossypha_humeralis,1,HM633284,NA,NA,NA,NA,NA,NA,NA,HM633566,HM633706
Cossypha_isabellae,1,AY206948,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cossypha_niveicapilla,1,AY206955,NA,GU358789,NA,NA,AY206900,NA,GU358985,GU358721,HM633707
Cossypha_polioptera,1,AY206942,NA,FN546900,NA,NA,AY206907,NA,NA,HM633568,HM633708
Cossypha_semirufa,1,NA,NA,GU358790,NA,NA,NA,NA,GU358986,GU358722,GU358851
Cossyphicula_roberti,1,AY206944,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cotinga_cayana,1,DQ470496,GU985468,GU985496,NA,FJ501623,NA,NA,DQ470521,DQ470548,NA
Cotinga_maynana,1,DQ470497,NA,NA,NA,NA,NA,NA,DQ470522,DQ470549,NA
Coturnicops_exquisitus,1,NC_012143,NC_012143,NC_012143,NC_012143,NA,NA,NA,NA,NA,NA
Coturnicops_noveboracensis,1,NA,DQ433553,NA,NA,NA,NA,AY695239,NA,NA,NA
Coturnix_chinensis,1,NC_004575,NC_004575,NC_004575,NC_004575,NA,NA,NA,NA,NA,NA
Coturnix_coturnix,1,L08377,GQ481648,X57246,NA,NA,NA,EU739399 extraction,NA,NA,NA
Coturnix_japonica,1,NC_003408,NC_003408,NC_003408,NC_003408,NA,NA,AY952657,NA,NA,NA
Coturnix_pectoralis,1,GQ150388,GQ150380,NA,NA,NA,NA,NA,NA,NA,NA
Coturnix_ypsilophora,1,GQ150393,GQ150387,AF222543,NA,NA,NA,NA,NA,NA,NA
Coua_caerulea,1,AF204985,NA,AF205014,NA,NA,NA,NA,NA,NA,NA
Coua_coquereli,1,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Coua_cristata,1,AF204986,NA,AF205015,NA,NA,EU739240,EU739400 extraction,NA,EU739950,NA
Coua_cursor,1,AF204987,NA,AF205016,NA,NA,NA,NA,NA,NA,NA
Coua_gigas,1,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Coua_reynaudii,1,AF204989,NA,AF205018,NA,NA,NA,NA,NA,NA,NA
Coua_ruficeps,1,AF204990,NA,AF205019,NA,NA,NA,NA,NA,NA,NA
Coua_serriana,1,AF204988,NA,AF205017,NA,NA,NA,NA,NA,NA,NA
Coua_verreauxi,1,NA,NA,Sorenson,NA,NA,NA,NA,NA,NA,NA
Cracticus_nigrogularis,1,FJ498966,NA,HM448000,NA,NA,NA,NA,NA,NA,NA
Cracticus_quoyi,1,AY443248,NA,NA,NA,AY443278,NA,NA,NA,NA,NA
Cranioleuca_albicapilla,1,AY996349,NA,AF053811,NA,NA,GQ140147,NA,AY996355,AY996343,GQ140057
Cranioleuca_albiceps,1,AF053785,NA,AF053817,NA,NA,NA,NA,NA,NA,NA
Cranioleuca_antisiensis,1,AF053775,NA,AF053807,NA,NA,NA,NA,NA,NA,NA
Cranioleuca_baroni,1,EU166991,NA,EU166958,NA,NA,NA,NA,NA,NA,NA
Cranioleuca_curtata,1,AF053776,NA,AF053808,NA,NA,NA,NA,NA,NA,NA
Cranioleuca_demissa,1,AF053778,NA,AF053810,HM125667,NA,NA,HM125652,NA,NA,NA
Cranioleuca_erythrops,1,FJ222630,NA,AF053809,NA,FJ461121,NA,NA,NA,NA,NA
Cranioleuca_henricae,1,AF053783,NA,AF053815,NA,NA,NA,NA,NA,NA,NA
Cranioleuca_marcapatae,1,AF053784,NA,AF053816,NA,NA,NA,NA,NA,NA,NA
Cranioleuca_obsoleta,1,AF053782,NA,AF053814,NA,NA,NA,NA,NA,NA,NA
Cranioleuca_pyrrhophia,1,AY065708,FJ027453,AF053812,NA,AY065736,EF212048,NA,NA,AY065764,EF212096
Cranioleuca_subcristata,1,HM125623,NA,HM125611,HM125668,NA,NA,HM125653,NA,NA,NA
Cranioleuca_sulphurifera,1,AY996350,NA,NA,NA,NA,GQ140148,NA,AY996356,AY996344,GQ140058
Cranioleuca_vulpina,1,AF053786,NA,AF053818,NA,NA,NA,NA,NA,NA,NA
Crateroscelis_robusta,1,FJ808762,GU825791,NA,NA,FJ808766,NA,NA,NA,FJ808770,NA
Crax_alberti,1,AY141920,AY141910,AY141930,NA,NA,NA,NA,NA,NA,NA
Crax_alector,1,AY141921,NA,AY141931,NA,NA,EU739241,EU739401 extraction,NA,EU739951,NA
Crax_blumenbachii,1,AF165468,AF165492,AY140747,NA,AY140775,NA,NA,NA,NA,NA
Crax_daubentoni,1,AY141922,NA,AY141932,NA,NA,NA,NA,NA,NA,NA
Crax_fasciolata,1,AY141923,NA,AY141933,NA,NA,NA,NA,NA,NA,NA
Crax_globulosa,1,AY141924,NA,AY141934,NA,NA,NA,NA,NA,NA,NA
Crax_rubra,1,AY956378,NA,AY952746,NA,NA,NA,AY952650,AY952717,NA,NA
Creagrus_furcatus,1,EF373127,NA,EF373234,NA,EF373178,NA,NA,FM210009,NA,NA
Creatophora_cinerea,1,AY329457,EF484202,EF468172,NA,AY307189,EF468308,EF471828,EU551882,DQ466824,EU551913
Creurgops_dentatus,1,AF006224,NA,FJ799837,NA,NA,NA,NA,NA,NA,NA
Creurgops_verticalis,1,AY190166,NA,FJ799838,NA,NA,NA,NA,NA,NA,NA
Crex_crex,1,NA,GQ481654,NA,NA,NA,NA,NA,NA,NA,NA
Crinifer_piscator,1,AF102100,NA,AY274068,NA,NA,NA,NA,NA,NA,NA
Crinifer_zonurus,1,AF102076,NA,NA,NA,NA,NA,NA,NA,NA,NA
Criniger_barbatus,1,NA,NA,DQ402208,DQ402269,NA,EF626740,NA,NA,EF625278,EF625329
Criniger_calurus,1,NA,NA,DQ402206,DQ402267,NA,NA,DQ402320 (reversed),NA,DQ125947,NA
Criniger_chloronotus,1,NA,NA,DQ402207,DQ402268,NA,NA,DQ402321 (reversed),NA,NA,NA
Criniger_ndussumensis,1,NA,NA,DQ402209,DQ402270,NA,EF626741,DQ402324 (reversed),NA,EF625279,EF625330
Crossleyia_xanthophrys,1,AF199390,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossoptilon_auritum,1,AF534552,GQ922640,EU845772,NA,NA,NA,NA,NA,NA,NA
Crossoptilon_crossoptilon,1,AF028794,GQ922614,DQ768256,NA,NA,NA,DQ306965,NA,NA,NA
Crossoptilon_mantchuricum,1,AF534553,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crotophaga_ani,1,AF450499,DQ433555,AY274063,NA,NA,NA,NA,NA,NA,NA
Crotophaga_major,1,AF204997,NA,AF205026,NA,NA,NA,NA,NA,NA,NA
